City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Svetlogorsk,BY,52.6333,29.7333,15.15,93,100,18.63,light snow
348,Amapa,BR,1.0,-52.0,78.58,94,95,4.47,overcast clouds
349,Sola,VU,-13.8833,167.55,81.72,66,0,5.53,clear sky
350,Narasannapeta,IN,18.4167,84.05,65.34,79,32,5.93,scattered clouds
351,Kavaratti,IN,10.5669,72.642,81.48,62,0,5.17,clear sky
352,Shamilkala,RU,42.6858,46.8639,37.4,93,90,2.24,mist
353,Bubaque,GW,11.2833,-15.8333,77.7,74,0,13.22,clear sky
354,Chapais,CA,49.7834,-74.8492,3.2,60,75,9.22,broken clouds
355,Ruwi,OM,23.5996,58.5507,69.8,78,0,3.44,clear sky
356,Naldurg,IN,17.8167,76.3,65.39,25,0,10.0,clear sky
357,Goundam,ML,16.4145,-3.6708,76.37,18,100,11.41,overcast clouds
358,Paamiut,GL,61.994,-49.6678,30.85,85,60,8.28,broken clouds
359,Karratha,AU,-20.7377,116.8463,79.0,73,8,12.95,clear sky
360,Saint-Pierre,RE,-21.3393,55.4781,78.8,73,0,5.75,clear sky
361,Namatanai,PG,-3.6667,152.4333,80.6,81,98,6.51,overcast clouds
362,Kutum,SD,14.2,24.6667,58.51,31,3,11.59,clear sky
363,Rabat,MA,33.9911,-6.8401,59.0,100,75,8.05,broken clouds
364,Arona,ES,28.0996,-16.681,66.2,68,75,8.05,broken clouds
365,Iranshahr,IR,27.2025,60.6848,62.6,31,0,6.91,clear sky
366,Dawson Creek,CA,55.7666,-120.2362,-22.0,63,20,9.22,haze
367,Araouane,ML,18.9048,-3.5265,68.79,20,96,9.13,overcast clouds
368,Pangnirtung,CA,66.1451,-65.7125,17.6,53,20,2.3,few clouds
369,Jacareacanga,BR,-6.2222,-57.7528,89.6,66,20,6.91,few clouds
370,Hithadhoo,MV,-0.6,73.0833,82.49,79,81,11.18,broken clouds
371,College,US,64.8569,-147.8028,-18.4,82,1,4.45,clear sky
372,Beloha,MG,-25.1667,45.05,78.69,77,100,4.72,light rain
373,Taltal,CL,-25.4,-70.4833,70.38,63,30,8.08,scattered clouds
374,Ayan,RU,56.45,138.1667,-2.76,85,100,16.51,overcast clouds
375,Indramayu,ID,-6.3264,108.32,78.87,86,100,10.96,overcast clouds
376,Ankang,CN,32.68,109.0172,42.96,63,100,2.57,overcast clouds
377,Kaele,CM,10.1092,14.4508,77.79,16,95,7.09,overcast clouds
378,Vila Franca Do Campo,PT,37.7167,-25.4333,61.0,88,75,20.71,broken clouds
379,Katherine,AU,-14.4667,132.2667,75.2,94,75,1.14,broken clouds
380,Xining,CN,36.6167,101.7667,24.44,65,0,1.03,clear sky
381,Mount Isa,AU,-20.7333,139.5,75.2,88,40,5.75,light rain
382,Nuevitas,CU,21.5453,-77.2644,86.0,51,40,16.11,scattered clouds
383,Kachug,RU,53.9606,105.8817,7.02,93,49,2.64,scattered clouds
384,Manado,ID,1.487,124.8455,77.0,94,40,2.3,scattered clouds
385,Mujiayingzi,CN,42.1167,118.7833,14.0,85,0,9.06,clear sky
386,Gizo,SB,-8.103,156.8419,82.96,75,95,8.5,moderate rain
387,Sechura,PE,-5.5569,-80.8222,86.5,46,15,14.38,few clouds
388,Nikolskoye,RU,59.7035,30.7861,6.01,84,0,3.27,clear sky
389,Dighwara,IN,25.7333,85.0,51.8,76,0,2.3,mist
390,Shimoda,JP,34.6667,138.95,30.0,45,28,1.99,scattered clouds
391,Manacapuru,BR,-3.2997,-60.6206,77.0,94,75,1.14,broken clouds
392,Bogo,PH,11.0517,124.0055,76.14,94,100,8.63,overcast clouds
393,Mamontovo,RU,52.7055,81.6244,9.73,94,94,15.86,overcast clouds
394,Ust-Nera,RU,64.5667,143.2,-14.06,79,20,7.02,few clouds
395,Ngozi,BI,-2.9075,29.8306,61.05,93,97,1.5,overcast clouds
396,Kismayo,SO,-0.3582,42.5454,77.88,78,40,15.86,scattered clouds
397,Otradnoye,RU,59.7775,30.8181,6.01,84,0,3.42,clear sky
398,Kazanskoye,RU,55.6448,69.235,-4.45,89,100,14.27,overcast clouds
399,Alekseyevka,RU,50.6309,38.6903,12.78,86,100,12.59,overcast clouds
400,Machachi,EC,-0.5,-78.5667,69.8,93,75,6.91,moderate rain
401,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,99.43,17,0,6.89,clear sky
402,Plettenberg Bay,ZA,-34.0527,23.3716,65.88,80,0,4.09,clear sky
403,Vardo,NO,70.3705,31.1107,23.0,93,90,18.41,light snow
404,Baghmara,IN,23.795,86.2085,60.71,41,0,3.98,clear sky
405,Kavos,GR,38.8268,22.8322,57.2,54,20,8.05,few clouds
406,Segou,ML,13.4317,-6.2157,82.71,15,0,9.44,clear sky
407,Opportunity,US,47.6499,-117.2399,34.0,51,90,4.61,overcast clouds
408,Dhidhdhoo,MV,6.8833,73.1,81.3,68,7,5.19,clear sky
409,Olafsvik,IS,64.8945,-23.7142,35.38,82,91,12.53,overcast clouds
410,Tighina,MD,46.8306,29.4711,33.8,100,90,11.5,light rain
411,Navolato,MX,24.7672,-107.6944,82.0,35,1,3.44,clear sky
412,Wajima,JP,37.4,136.9,32.61,91,100,21.03,light snow
413,Jhang,PK,33.6748,72.6963,55.99,68,0,2.1,clear sky
414,Porto Walter,BR,-8.2686,-72.7439,90.18,55,100,1.3,overcast clouds
415,Great Yarmouth,GB,52.6083,1.7305,32.0,86,75,13.8,light snow
416,Talara,PE,-4.5772,-81.2719,91.4,46,0,18.41,clear sky
417,Naifaru,MV,5.4444,73.3657,81.16,71,78,7.14,broken clouds
418,Quelimane,MZ,-17.8786,36.8883,77.7,91,44,2.48,scattered clouds
419,Kamina,CD,-8.7386,24.9906,66.43,97,100,4.07,overcast clouds
420,Pandan,PH,14.0453,124.1694,78.06,87,100,18.34,moderate rain
421,Brae,GB,60.3964,-1.353,32.0,64,75,19.57,broken clouds
422,Sorland,NO,67.667,12.6934,33.8,93,75,20.71,light snow
423,Porto De Moz,BR,-1.7483,-52.2383,91.11,49,97,2.73,overcast clouds
424,Amahai,ID,-3.3333,128.9167,78.85,75,100,2.73,overcast clouds
425,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,91.99,35,100,1.99,overcast clouds
426,Alamosa,US,37.4695,-105.87,50.0,14,1,18.41,clear sky
427,Kirakira,SB,-10.4544,161.9205,80.24,80,100,7.27,overcast clouds
428,Teluk Nibung,ID,3.001,99.8164,75.63,92,100,2.48,overcast clouds
429,Alofi,NU,-19.0595,-169.9187,80.6,89,75,5.75,light rain
430,San Isidro,PE,-12.1167,-77.05,78.01,73,40,14.97,scattered clouds
431,Leningradskiy,RU,69.3833,178.4167,-22.22,84,64,10.25,broken clouds
432,Opuwo,NA,-18.0607,13.84,72.12,45,100,9.31,overcast clouds
433,San Cristobal,VE,7.7669,-72.225,89.6,48,40,11.5,scattered clouds
434,Balykshi,KZ,47.0667,51.8667,14.0,62,0,4.47,clear sky
435,Venado Tuerto,AR,-33.7456,-61.9688,78.55,61,100,10.31,moderate rain
436,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,14.0,85,20,8.95,few clouds
437,Mandal,IN,25.45,74.5667,59.83,33,0,4.0,clear sky
438,Antofagasta,CL,-23.65,-70.4,73.0,64,20,14.97,few clouds
439,Bilibino,RU,68.0546,166.4372,4.3,81,100,6.31,overcast clouds
440,Champerico,GT,14.3,-91.9167,93.2,52,40,6.91,scattered clouds
441,Oranjemund,NA,-28.55,16.4333,65.23,83,0,17.43,clear sky
442,Honningsvag,NO,70.9821,25.9704,24.8,86,75,16.11,light snow
443,Nago,JP,26.5881,127.9761,57.2,76,1,9.22,clear sky
444,Siderno,IT,38.2779,16.302,57.2,67,90,6.91,overcast clouds
445,Mount Pleasant,US,32.7941,-79.8626,59.0,67,1,4.61,clear sky
446,Vitina,BA,43.2375,17.4839,46.4,81,40,4.61,scattered clouds
447,Mandalgovi,MN,45.7625,106.2708,13.42,75,0,7.34,clear sky
448,Laguna,US,38.421,-121.4238,61.0,62,1,3.44,clear sky
449,Vertientes,CU,21.2594,-78.1464,86.0,51,40,16.11,scattered clouds
450,Sankheda,IN,22.1667,73.5833,67.57,24,0,5.44,clear sky
451,Okhotsk,RU,59.3833,143.3,14.61,89,100,13.38,overcast clouds
452,Port Augusta,AU,-32.5,137.7667,66.0,77,0,4.61,clear sky
453,Kampot,KH,10.6167,104.1833,75.2,88,20,5.55,few clouds
454,Rincon,US,32.296,-81.2354,66.0,55,75,13.8,broken clouds
455,Sunland Park,US,31.7965,-106.58,68.0,10,1,10.36,clear sky
456,Mount Gambier,AU,-37.8333,140.7667,48.2,93,0,6.91,clear sky
457,Kristiansund,NO,63.1115,7.732,21.2,68,0,3.44,clear sky
458,Haines Junction,CA,60.7522,-137.5108,-18.4,83,100,3.44,overcast clouds
459,Samana,DO,19.2056,-69.3369,84.2,74,40,7.16,scattered clouds
460,Hudson Bay,CA,52.85,-102.3842,-19.26,82,100,13.94,overcast clouds
461,Arki,IN,31.15,76.9667,51.03,47,36,5.1,scattered clouds
462,Jinji,CN,23.2281,110.8261,60.69,77,100,7.14,moderate rain
463,Muborak,UZ,39.2553,65.1528,47.93,77,0,6.6,clear sky
464,Hervey Bay,AU,-25.2986,152.8535,73.99,76,63,3.0,broken clouds
465,Moerai,PF,-22.4333,-151.3333,81.25,70,14,10.33,few clouds
466,Conde,BR,-7.2597,-34.9075,84.2,70,20,10.36,few clouds
467,Nouadhibou,MR,20.931,-17.0347,66.2,68,0,20.71,clear sky
468,Leeton,AU,-34.5667,146.4,66.2,72,0,10.36,clear sky
469,Aksu,CN,41.1231,80.2644,28.29,77,92,0.72,overcast clouds
470,Coos Bay,US,43.3665,-124.2179,46.0,81,1,6.82,clear sky
471,Arklow,IE,52.7931,-6.1414,33.01,82,100,8.01,overcast clouds
472,Verkhnyaya Inta,RU,65.9811,60.3094,-16.1,89,100,3.76,overcast clouds
473,Yuncheng,CN,35.0231,110.9928,36.43,74,1,4.0,clear sky
474,Mayo,US,38.8876,-76.5119,35.01,47,1,9.22,clear sky
475,Tabou,CI,4.423,-7.3528,78.51,86,100,4.25,light rain
476,Quixada,BR,-4.9714,-39.0153,92.17,37,59,5.48,broken clouds
477,Kuruman,ZA,-27.4524,23.4325,75.0,70,18,7.78,few clouds
478,Benghazi,LY,32.1167,20.0667,62.6,72,0,7.67,clear sky
479,Zvishavane,ZW,-20.3267,30.0665,69.71,82,5,4.85,clear sky
480,Manta,EC,-0.95,-80.7333,80.6,78,90,2.3,overcast clouds
481,Lufilufi,WS,-13.8745,-171.5986,82.4,83,75,17.27,light rain
482,Saint-Joseph,RE,-21.3667,55.6167,78.8,73,0,5.75,clear sky
483,Nha Trang,VN,12.25,109.1833,77.0,69,20,5.75,few clouds
484,Kilemary,RU,56.7783,46.8659,-8.82,90,100,7.74,overcast clouds
485,Mbuji-Mayi,CD,-6.15,23.6,72.68,85,100,2.44,light rain
486,Soledade,BR,-28.8183,-52.5103,76.75,62,0,3.98,clear sky
487,Dalnerechensk,RU,45.9339,133.7225,-9.62,88,0,8.86,clear sky
488,Killybegs,IE,54.6333,-8.45,35.6,69,20,17.27,few clouds
489,El Banco,CO,9.0011,-73.9758,101.77,29,4,3.98,clear sky
490,Ostrovnoy,RU,68.0531,39.5131,-1.82,90,87,10.47,overcast clouds
491,Burgos,ES,42.3394,-3.7079,43.0,93,75,11.5,broken clouds
492,Ambulu,ID,-8.345,113.6058,75.33,91,100,1.48,overcast clouds
493,Havre-Saint-Pierre,CA,50.2334,-63.5986,26.6,68,20,12.66,few clouds
494,Loandjili,CG,-4.7561,11.8578,80.56,85,81,5.75,broken clouds
495,Lernakert,AM,40.5617,43.9392,23.0,86,44,4.03,mist
496,Shingu,JP,33.7333,135.9833,31.73,90,0,4.52,clear sky
497,Smithers,CA,54.7804,-127.1743,3.2,85,40,12.66,scattered clouds
498,Tonantins,BR,-2.8731,-67.8022,83.88,84,100,2.53,overcast clouds
499,Nelson Bay,AU,-32.7167,152.15,68.0,83,90,11.5,overcast clouds
500,Miracema Do Tocantins,BR,-9.5618,-48.3967,83.79,67,100,0.94,overcast clouds
501,Teguise,ES,29.0605,-13.564,66.2,59,75,9.22,broken clouds
502,Gushikawa,JP,26.3544,127.8686,57.2,76,1,9.22,clear sky
503,Glasgow,GB,55.8652,-4.2576,30.99,93,75,11.5,moderate rain
504,Lufkin,US,31.3382,-94.7291,64.0,72,90,10.36,overcast clouds
505,Naron,ES,43.5167,-8.1528,53.01,87,20,8.05,few clouds
506,Voinesti,RO,47.0667,27.4167,30.2,100,90,5.75,fog
507,General Roca,AR,-39.0333,-67.5833,75.2,38,0,10.36,clear sky
508,Port Blair,IN,11.6667,92.75,75.47,78,87,12.95,overcast clouds
509,Coahuayana,MX,18.7333,-103.6833,78.8,38,20,7.45,few clouds
510,Kamenka,RU,51.3223,42.7678,-6.99,85,29,3.89,scattered clouds
511,San Clemente,US,33.427,-117.612,60.01,80,0,1.99,clear sky
512,Progreso,MX,21.2833,-89.6667,93.2,43,40,11.5,scattered clouds
513,Port Hardy,CA,50.6996,-127.4199,37.4,56,20,8.05,few clouds
514,Dubbo,AU,-32.25,148.6167,62.6,77,11,11.5,few clouds
515,Arivonimamo,MG,-19.0167,47.1833,68.0,83,75,3.44,light rain
516,Bad Kreuznach,DE,49.8333,7.8667,26.01,92,93,4.0,overcast clouds
517,Bajil,YE,15.0584,43.2851,72.93,76,100,3.62,overcast clouds
518,Jutai,BR,-5.1833,-68.9,84.67,75,100,2.37,light rain
519,Tagcatong,PH,9.0022,125.2569,73.98,89,100,1.19,overcast clouds
520,Kefalos,GR,36.7453,26.9589,62.6,77,40,17.27,scattered clouds
521,Polazna,RU,58.2946,56.4055,-11.2,64,40,11.18,light snow
522,Mirnyy,RU,62.5353,113.9611,-12.71,90,100,4.32,overcast clouds
523,Cabedelo,BR,-6.9811,-34.8339,84.2,70,20,10.36,few clouds
524,El Alto,PE,-4.2714,-81.2147,91.4,46,0,18.41,clear sky
525,Makhachkala,RU,42.9764,47.5024,37.4,93,90,2.24,mist
526,Sobolevo,RU,54.4299,31.8996,5.31,92,100,9.82,overcast clouds
527,Jieshi,CN,22.8134,115.8257,66.99,68,100,24.36,overcast clouds
528,Havoysund,NO,70.9963,24.6622,24.8,86,75,16.11,light snow
529,Boyolangu,ID,-8.1181,111.8935,74.75,90,100,6.58,overcast clouds
530,Jaumave,MX,23.4167,-99.3833,82.4,39,40,13.8,scattered clouds
531,Niles,US,42.0189,-87.8028,17.01,67,90,1.05,light snow
532,Corinto,GR,37.9407,22.9573,61.0,59,5,18.99,clear sky
533,Saint-Augustin,CA,51.226,-58.6502,34.61,97,100,12.71,snow
534,Teruel,ES,40.6667,-0.6667,44.01,93,0,3.44,light rain
535,Santa Cruz,BO,-17.8,-63.1667,93.2,46,75,9.22,broken clouds
536,Puerto Carreno,CO,6.189,-67.4859,95.7,37,100,14.03,overcast clouds
537,Usinsk,RU,65.9939,57.5281,-14.48,89,100,9.24,overcast clouds
538,Zhangzhou,CN,24.5133,117.6556,60.8,59,0,13.42,clear sky
539,Ternovka,RU,51.678,41.6375,-4.88,87,45,3.2,scattered clouds
540,At-Bashi,KG,41.1702,75.8106,23.77,87,92,1.19,snow
541,Tsumeb,NA,-19.2333,17.7167,66.2,94,100,1.14,moderate rain
542,Roros,NO,62.5747,11.3842,-9.4,77,0,2.3,clear sky
543,Ken Caryl,US,39.5773,-105.1169,42.01,40,20,5.75,few clouds
544,Alyangula,AU,-13.8483,136.4192,82.4,83,75,5.75,broken clouds
545,Soponya,HU,47.0149,18.4534,36.0,80,24,8.01,few clouds
546,Baoding,CN,38.8511,115.4903,32.43,78,0,3.6,clear sky
547,Colesberg,ZA,-30.72,25.0972,71.15,44,0,19.77,clear sky
548,Kiama,AU,-34.6833,150.8667,64.99,94,100,1.99,overcast clouds
549,Bull Savanna,JM,17.8868,-77.5902,80.53,70,21,14.32,few clouds
550,Salalah,OM,17.0151,54.0924,73.4,73,0,2.3,clear sky
551,Havre,FR,49.5833,0.3333,30.2,86,90,11.5,overcast clouds
552,Ilula,TZ,-7.6766,36.0366,68.0,88,40,1.72,scattered clouds
553,Jalu,LY,29.0331,21.5482,62.8,39,100,11.1,overcast clouds
554,Seymchan,RU,62.8833,152.4333,-14.37,85,100,10.49,overcast clouds
555,Mozarlandia,BR,-14.7447,-50.5706,79.03,84,36,6.76,scattered clouds
556,Samarai,PG,-10.6167,150.6667,81.5,80,100,6.42,overcast clouds
557,Fuyang,CN,32.9,115.8167,37.65,76,100,9.44,overcast clouds
558,Arbuzynka,UA,47.9097,31.3196,31.26,98,100,21.41,overcast clouds
559,Batagay,RU,67.6333,134.6333,-34.46,82,54,2.06,broken clouds
560,Zhigansk,RU,66.7697,123.3711,-27.58,81,0,9.22,clear sky
561,Vaxjo,SE,56.8777,14.8091,23.0,74,90,8.05,overcast clouds
562,Margate,GB,51.3813,1.3862,30.0,72,100,3.0,light snow
563,Greve Strand,DK,55.5834,12.2999,26.01,68,90,12.66,light snow
564,Armidale,AU,-30.5167,151.65,54.0,85,21,3.0,few clouds
565,Roald,NO,62.5833,6.1333,23.0,63,0,10.36,clear sky
566,Tolaga Bay,NZ,-38.3667,178.3,63.79,64,100,2.75,overcast clouds
567,Bonfim,BR,3.0833,-59.95,93.24,41,58,10.31,broken clouds
568,Sakakah,SA,29.9697,40.2064,55.4,67,0,3.44,clear sky
569,Bogale,MM,16.2833,95.4,63.18,77,0,7.07,clear sky
570,Rio Grande,BR,-32.035,-52.0986,77.0,69,40,12.66,moderate rain
571,Tarko-Sale,RU,64.9225,77.785,-10.61,91,85,4.81,overcast clouds
572,Lahat,ID,-3.8,103.5333,70.99,87,100,3.27,overcast clouds
573,Zaozerne,UA,45.1582,33.2787,51.96,72,100,12.37,overcast clouds
574,Chernyshevskiy,RU,63.0128,112.4714,-14.42,91,100,3.36,overcast clouds
575,La Libertad,EC,-2.2333,-80.9,84.2,70,0,6.91,clear sky
576,Ust-Kuyga,RU,70.0167,135.6,-20.47,80,8,1.3,clear sky
577,Elk City,US,35.412,-99.4043,21.2,100,90,11.74,overcast clouds
578,Varkaus,FI,62.3153,27.873,5.0,92,0,3.44,clear sky
579,Inirida,CO,3.8653,-67.9239,88.72,58,80,3.22,broken clouds
580,Gat,IL,31.61,34.7642,64.0,57,75,5.19,broken clouds
581,Cartagena Del Chaira,CO,1.3349,-74.8429,92.14,48,13,4.14,few clouds
582,Dargaville,NZ,-35.9333,173.8833,67.35,78,100,5.95,overcast clouds
583,Kjopsvik,NO,68.097,16.3742,30.0,86,20,6.91,snow
584,Sychevka,RU,55.8252,34.2736,1.4,94,69,5.3,broken clouds
585,Mongu,ZM,-15.2484,23.1274,70.11,93,100,5.91,moderate rain
586,West Helena,US,34.5507,-90.6418,50.0,62,40,5.75,scattered clouds
587,Asau,RO,46.4333,26.4,34.0,76,100,3.29,overcast clouds
588,Bogalusa,US,30.791,-89.8487,66.2,59,90,6.91,overcast clouds
589,Viedma,AR,-40.8135,-62.9967,75.99,38,0,1.01,clear sky
590,A Coruna,ES,43.3713,-8.396,53.01,87,20,8.05,few clouds
591,Lockhart,US,28.6194,-81.4426,72.0,73,90,13.8,overcast clouds
592,San Rafael,AR,-34.6177,-68.3301,59.76,69,95,6.38,overcast clouds
593,Qostanay,KZ,53.1667,63.5833,-0.4,78,0,15.66,clear sky
594,Baherden,TM,38.4362,57.4316,51.84,61,49,7.9,scattered clouds
595,Hirara,JP,24.8,125.2833,64.96,78,100,24.52,overcast clouds
596,Camana,PE,-16.6228,-72.7111,76.41,68,64,8.37,broken clouds
597,Bunia,CD,1.5667,30.25,68.88,34,100,2.64,overcast clouds
598,Chinhoyi,ZW,-17.3667,30.2,66.47,91,100,3.91,overcast clouds
599,Codrington,AU,-38.2667,141.9667,50.4,93,6,7.83,clear sky
600,Berlevag,NO,70.8578,29.0864,19.4,93,75,12.66,light snow
601,Bayanday,RU,53.0661,105.5139,10.94,90,0,3.24,clear sky
602,Port Macquarie,AU,-31.4333,152.9167,64.99,99,54,9.98,broken clouds
603,The Pas,CA,53.8251,-101.2541,-22.0,63,90,19.57,light snow
604,Innisfail,AU,-17.5333,146.0333,77.11,88,100,4.09,light rain
605,Palmer,US,42.1584,-72.3287,28.99,33,20,3.44,few clouds
606,Takoradi,GH,4.8845,-1.7554,80.74,85,36,10.74,scattered clouds
607,Diamantino,BR,-14.4086,-56.4461,87.55,45,12,3.62,few clouds
608,Cururupu,BR,-1.8283,-44.8683,84.9,63,3,7.25,moderate rain
609,Khorixas,NA,-20.3667,14.9667,70.77,57,100,7.9,light rain
610,Xichang,CN,27.8964,102.2634,42.75,65,100,1.28,overcast clouds
611,Yeppoon,AU,-23.1333,150.7333,78.8,69,90,9.22,overcast clouds
612,Port-Gentil,GA,-0.7193,8.7815,82.4,83,90,4.61,light rain
613,Harper,LR,4.375,-7.7169,78.55,86,100,4.94,moderate rain
614,Otacilio Costa,BR,-27.4831,-50.1219,78.13,39,11,5.5,few clouds
615,Zapadnaya Dvina,RU,56.259,32.0745,5.59,95,97,4.99,overcast clouds
616,Itaberaba,BR,-12.5275,-40.3069,78.75,83,100,3.24,overcast clouds
617,Vao,NC,-22.6667,167.4833,76.93,85,11,6.6,few clouds
618,Praia,CV,14.9215,-23.5087,69.8,73,90,19.57,overcast clouds
619,Kargasok,RU,59.0556,80.8572,9.75,96,100,12.64,light snow
620,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,85.95,72,100,3.42,moderate rain
621,Zelenoborsk,RU,61.4669,64.0333,-13.88,89,100,4.97,overcast clouds
622,Bonavista,CA,48.6499,-53.1147,30.99,100,100,8.05,snow
623,Mackay,AU,-21.15,149.2,77.0,88,100,5.75,overcast clouds
624,Gora Kalwaria,PL,51.9765,21.2154,18.0,77,100,11.83,light snow
625,Methoni,GR,36.8197,21.7049,60.01,82,23,3.44,few clouds
626,Kaeo,NZ,-35.1,173.7833,69.01,92,99,5.99,overcast clouds
627,Jumla,NP,29.2747,82.1838,39.69,55,0,5.5,clear sky
628,Sioux Lookout,CA,50.1001,-91.917,-14.8,53,40,11.5,scattered clouds
629,Yumen,CN,40.2833,97.2,26.92,76,4,7.47,clear sky
630,Kalianget,ID,-7.05,113.9333,78.93,85,100,10.58,overcast clouds
631,Warrington,GB,53.3925,-2.5802,35.01,80,90,11.5,overcast clouds
632,Igarka,RU,67.4667,86.5833,-10.08,88,84,4.18,broken clouds
633,Lasa,IT,46.6166,10.7002,42.8,79,0,3.6,clear sky
634,Saint Anthony,US,45.0205,-93.218,1.0,50,40,8.05,scattered clouds
635,Gornopravdinsk,RU,60.05,69.9,-16.92,89,32,2.64,scattered clouds
636,Oktyabrskiy,RU,54.4815,53.471,-18.89,86,100,9.86,overcast clouds
637,Guerrero Negro,MX,27.9769,-114.0611,70.29,38,7,7.56,clear sky
638,Buin,CL,-33.7333,-70.75,82.99,47,0,6.91,clear sky
639,Ponta Delgada,PT,37.7333,-25.6667,61.0,88,75,20.71,broken clouds
640,Kjollefjord,NO,70.9457,27.3465,24.8,86,75,16.11,light snow
641,Paita,PE,-5.0892,-81.1144,91.4,46,0,18.41,clear sky
642,Lumeje,AO,-11.55,20.7833,68.65,87,100,5.14,overcast clouds
643,Los Llanos De Aridane,ES,28.6585,-17.9182,66.2,72,75,3.44,broken clouds
644,Auki,SB,-8.7676,160.7034,79.68,82,98,5.79,moderate rain
645,Careiro Da Varzea,BR,-3.2003,-59.8119,82.4,94,75,1.14,broken clouds
646,Manjacaze,MZ,-24.7117,33.8828,73.67,88,0,5.44,clear sky
647,Elban,RU,50.1018,136.5094,-6.75,91,100,5.95,overcast clouds
648,Lodja,CD,-3.4833,23.4333,75.09,61,77,0.98,broken clouds
649,Fukagawa,JP,43.7081,142.0392,15.21,94,94,6.91,overcast clouds
650,Klyuchi,RU,52.2667,79.1667,4.3,90,84,15.1,broken clouds
651,Anadyr,RU,64.75,177.4833,10.4,72,40,20.13,snow
652,Sungairaya,ID,0.7,108.9,76.69,90,100,7.0,moderate rain
653,Pemangkat,ID,1.1667,108.9667,77.09,89,100,5.99,light rain
654,Payson,US,40.0444,-111.7321,51.8,16,75,4.61,broken clouds
655,Sabzevar,IR,36.2126,57.6819,49.1,61,52,2.59,broken clouds
656,Bud,US,39.447,-86.1758,26.01,63,90,3.06,overcast clouds
657,Morondava,MG,-20.2833,44.2833,82.27,73,99,4.21,moderate rain
658,Lamar,US,33.6668,-95.5836,53.01,82,90,11.5,overcast clouds
659,Vila,PT,42.0304,-8.1588,45.0,95,100,18.01,overcast clouds
660,Makakilo City,US,21.3469,-158.0858,75.2,57,20,11.5,few clouds
661,Baghdad,IQ,33.3406,44.4009,55.4,88,0,2.3,clear sky
662,Belaya Gora,RU,68.5333,146.4167,-21.01,86,22,2.53,few clouds
663,Artyom,AZ,40.4723,50.333,46.4,81,40,16.11,scattered clouds
664,Jiujiang,CN,29.7333,115.9833,45.03,72,89,10.11,overcast clouds
665,Nabire,ID,-3.3667,135.4833,75.99,92,100,3.42,moderate rain
666,Tahta,EG,26.7693,31.5021,68.0,48,0,6.91,clear sky
667,Ondjiva,AO,-17.0667,15.7333,72.61,73,100,4.38,overcast clouds
668,Ausa,ES,41.9271,2.2497,44.01,93,100,2.68,overcast clouds
669,Khandbari,NP,27.3747,87.2039,55.04,36,0,3.27,clear sky
670,Arbon,CH,47.5167,9.4333,37.4,87,75,13.8,broken clouds
